Kombinacje 3-liczbowe	Liczba wystąpień
22,30,34	12
22,30,38	12
22,37,45	12
22,39,43	12
22,40,45	12
22,40,47	12
22,41,45	12
22,44,45	12
23,24,28	12
23,24,29	12
23,24,36	12
23,24,38	12
23,24,42	12
23,25,28	12
23,28,46	12
23,29,30	12
23,29,35	12
23,31,32	12
23,33,49	12
23,34,39	12
23,36,38	12
23,38,42	12
23,41,46	12
23,41,49	12
24,26,38	12
24,27,36	12
24,28,46	12
24,30,46	12
24,31,34	12
24,31,38	12
24,33,34	12
24,34,36	12
24,35,45	12
24,35,49	12
24,38,47	12
24,40,42	12
24,41,45	12
24,42,45	12
24,44,46	12
25,26,42	12
25,29,32	12
25,29,36	12
25,31,33	12
25,31,45	12
25,34,47	12
25,44,45	12
26,28,39	12
26,31,43	12
26,32,42	12
26,41,46	12
26,45,46	12
27,28,41	12
27,30,32	12
27,30,38	12
27,32,44	12
27,32,48	12
27,35,39	12
27,36,45	12
27,40,46	12
28,30,38	12
28,32,33	12
28,32,34	12
28,34,47	12
28,35,47	12
28,36,39	12
28,43,44	12
29,32,34	12
29,34,36	12
29,34,38	12
29,42,47	12
30,31,49	12
30,32,34	12
30,34,38	12
30,35,36	12
30,36,40	12
30,38,47	12
30,39,47	12
31,34,39	12
31,35,39	12
31,36,39	12
31,37,42	12
31,39,41	12
31,42,49	12
31,45,49	12
31,47,49	12
32,33,37	12
32,38,45	12
32,40,46	12
32,43,46	12
33,36,46	12
34,38,44	12
34,39,42	12
34,40,47	12
35,37,45	12
35,38,39	12
35,38,45	12
35,39,49	12
35,41,47	12
35,42,43	12
35,43,49	12
35,46,48	12
36,37,39	12
36,37,46	12
36,38,42	12
36,38,44	12
36,38,46	12
36,40,46	12
36,45,47	12
37,41,47	12
38,39,41	12
38,40,42	12
38,41,45	12
39,41,45	12
39,41,46	12
40,42,47	12
42,43,49	12
45,47,49	12
1,2,5	11
1,2,10	11
1,2,29	11
1,3,22	11
1,4,18	11
1,4,19	11
1,4,36	11
1,5,15	11
1,5,17	11
1,5,18	11
1,5,22	11
1,6,10	11
1,6,11	11
1,6,12	11
1,6,28	11
1,7,13	11
1,7,21	11
1,7,35	11
1,7,37	11
1,8,17	11
1,8,21	11
1,8,22	11
1,8,23	11
1,9,28	11
1,10,13	11
1,10,30	11
1,10,32	11
1,10,41	11
1,10,44	11
1,11,44	11
1,12,21	11
1,12,28	11
1,12,40	11
1,13,20	11
1,13,36	11
1,13,42	11
1,14,27	11
1,14,36	11
1,14,38	11
1,14,41	11
1,14,44	11
1,15,32	11
1,15,44	11
1,16,27	11
1,16,28	11
1,16,42	11
1,16,46	11
1,16,48	11
1,17,21	11
1,17,29	11
1,17,31	11
1,17,43	11
1,18,27	11
1,18,29	11
1,19,35	11
1,20,22	11
1,20,36	11
1,21,23	11
1,21,34	11
1,21,39	11
1,21,40	11
1,22,48	11
1,23,46	11
1,23,48	11
1,24,30	11
1,24,39	11
1,24,45	11
1,25,38	11
1,25,48	11
1,27,40	11
1,27,44	11
1,28,34	11
1,28,44	11
1,29,31	11
1,30,37	11
1,30,44	11
1,34,46	11
1,34,47	11
1,35,38	11
1,37,40	11
1,37,48	11
1,38,43	11
1,40,49	11
1,42,46	11
2,3,9	11
2,3,16	11
2,3,28	11
2,4,6	11
2,4,17	11
2,4,22	11
2,4,27	11
2,4,29	11
2,4,35	11
2,4,37	11
2,4,49	11
2,5,22	11
2,5,28	11
2,5,44	11
2,6,20	11
2,6,27	11
2,6,28	11
2,6,38	11
2,7,8	11
2,7,23	11
2,8,33	11
2,9,10	11
2,9,17	11
2,9,28	11
2,10,21	11
2,10,39	11
2,11,16	11
2,11,38	11
2,12,17	11
2,12,43	11
2,13,33	11
2,13,36	11
2,14,40	11
2,14,49	11
2,15,22	11
2,16,22	11
2,16,36	11
2,17,39	11
2,18,29	11
2,18,33	11
2,18,46	11
2,20,43	11
2,20,45	11
2,20,47	11
2,21,43	11
2,22,28	11
2,22,43	11
2,24,40	11
2,25,33	11
2,26,36	11
2,27,49	11
2,28,43	11
2,29,36	11
2,29,47	11
2,29,48	11
2,30,39	11
2,30,48	11
2,31,32	11
2,31,39	11
2,33,37	11
2,33,43	11
2,38,39	11
2,38,46	11
2,41,43	11
2,46,49	11
3,5,15	11
3,6,16	11
3,7,16	11
3,7,18	11
3,7,20	11
3,7,21	11
3,7,48	11
3,8,18	11
3,8,24	11
3,8,27	11
3,8,43	11
3,8,49	11
3,9,27	11
3,9,42	11
3,9,43	11
3,10,13	11
3,10,16	11
3,10,33	11
3,10,44	11
3,11,13	11
3,11,14	11
3,11,27	11
3,11,29	11
3,11,40	11
3,11,46	11
3,12,20	11
3,13,24	11
3,13,34	11
3,13,37	11
3,13,44	11
3,14,22	11
3,14,30	11
3,14,32	11
3,14,34	11
3,15,17	11
3,15,25	11
3,15,27	11
3,15,32	11
3,15,34	11
3,15,38	11
3,15,42	11
3,16,47	11
3,16,48	11
3,17,34	11
3,19,24	11
3,19,37	11
3,21,23	11
3,21,25	11
3,21,32	11
3,21,43	11
3,22,41	11
3,22,46	11
3,24,28	11
3,24,29	11
3,24,43	11
3,24,49	11
3,25,33	11
3,25,45	11
3,26,32	11
3,26,38	11
3,27,44	11
3,28,34	11
3,29,34	11
3,31,46	11
3,32,36	11
3,34,45	11
3,35,43	11
3,36,37	11
3,38,40	11
3,39,46	11
3,40,41	11
3,41,45	11
4,5,22	11
4,5,46	11
4,6,7	11
4,6,22	11
4,6,42	11
4,6,49	11
4,7,31	11
4,8,23	11
4,8,26	11
4,8,33	11
4,9,16	11
4,9,17	11
4,9,24	11
4,9,39	11
4,10,38	11
4,10,47	11
4,11,20	11
4,11,25	11
4,11,41	11
4,11,44	11
4,12,27	11
4,12,38	11
4,14,29	11
4,14,32	11
4,15,27	11
4,15,44	11
4,15,48	11
4,16,33	11
4,16,34	11
4,16,35	11
4,17,21	11
4,17,24	11
4,17,29	11
4,17,42	11
4,17,49	11
4,18,29	11
4,18,44	11
4,19,27	11
4,19,37	11
4,19,43	11
4,20,32	11
4,22,39	11
4,23,30	11
4,24,30	11
4,24,36	11
4,24,40	11
4,24,44	11
4,24,46	11
4,25,28	11
4,25,30	11
4,25,49	11
4,26,33	11
4,26,49	11
4,27,31	11
4,27,32	11
4,27,34	11
4,27,36	11
4,28,30	11
4,29,34	11
4,29,48	11
4,30,33	11
4,32,37	11
4,32,47	11
4,33,34	11
4,34,40	11
4,34,47	11
4,35,40	11
4,36,38	11
4,36,43	11
4,38,39	11
4,38,40	11
4,41,43	11
4,41,48	11
5,6,13	11
5,6,15	11
5,6,16	11
5,6,23	11
5,6,32	11
5,6,45	11
5,7,9	11
5,7,17	11
5,7,20	11
5,7,21	11
5,7,42	11
5,8,44	11
5,8,45	11
5,8,48	11
5,10,13	11
5,10,15	11
5,10,29	11
5,10,33	11
5,10,35	11
5,10,41	11
5,11,12	11
5,12,39	11
5,13,23	11
5,14,45	11
5,14,48	11
5,15,24	11
5,18,20	11
5,19,29	11
5,20,22	11
5,20,32	11
5,20,39	11
5,20,49	11
5,21,24	11
5,21,28	11
5,21,31	11
5,21,37	11
5,21,38	11
5,21,42	11
5,21,44	11
5,23,40	11
5,24,28	11
5,24,40	11
5,24,45	11
5,25,27	11
5,25,38	11
5,26,36	11
5,27,30	11
5,27,43	11
5,28,31	11
5,28,45	11
5,29,42	11
5,30,34	11
5,31,33	11
5,33,39	11
5,33,41	11
5,33,45	11
5,35,49	11
5,37,48	11
5,38,39	11
5,39,44	11
5,40,42	11
5,41,46	11
5,41,47	11
5,43,46	11
5,47,49	11
6,7,29	11
6,7,41	11
6,8,14	11
6,8,17	11
6,8,19	11
6,8,21	11
6,8,49	11
6,9,11	11
6,9,16	11
6,9,34	11
6,10,13	11
6,10,28	11
6,10,32	11
6,10,34	11
6,10,42	11
6,11,33	11
6,11,40	11
6,12,30	11
6,12,32	11
6,12,48	11
6,13,17	11
6,13,23	11
6,13,24	11
6,14,21	11
6,14,34	11
6,15,16	11
6,15,20	11
6,15,32	11
6,15,34	11
6,15,42	11
6,16,22	11
6,16,31	11
6,16,35	11
6,16,42	11
6,16,44	11
6,17,26	11
6,17,29	11
6,17,42	11
6,19,28	11
6,19,47	11
6,20,24	11
6,21,25	11
6,22,36	11
6,22,41	11
6,24,26	11
6,24,42	11
6,25,34	11
6,25,35	11
6,26,37	11
6,27,45	11
6,27,48	11
6,28,35	11
6,28,48	11
6,30,33	11
6,30,34	11
6,31,34	11
6,32,34	11
6,33,35	11
6,33,45	11
6,34,41	11
6,34,45	11
6,35,36	11
6,35,42	11
6,36,38	11
6,37,38	11
6,37,41	11
6,37,48	11
6,40,46	11
6,41,48	11
6,42,47	11
6,46,47	11
7,8,38	11
7,8,43	11
7,8,47	11
7,8,48	11
7,9,18	11
7,9,23	11
7,9,32	11
7,9,41	11
7,10,19	11
7,10,24	11
7,10,44	11
7,11,13	11
7,11,32	11
7,12,17	11
7,12,48	11
7,13,14	11
7,13,21	11
7,13,28	11
7,13,36	11
7,13,39	11
7,14,19	11
7,14,24	11
7,14,26	11
7,14,42	11
7,15,17	11
7,15,34	11
7,16,46	11
7,16,48	11
7,17,21	11
7,17,26	11
7,17,39	11
7,20,25	11
7,21,26	11
7,21,27	11
7,21,37	11
7,21,39	11
7,21,41	11
7,21,42	11
7,22,42	11
7,23,27	11
7,23,38	11
7,23,46	11
7,24,38	11
7,25,31	11
7,26,34	11
7,26,38	11
7,27,43	11
7,27,46	11
7,28,33	11
7,29,34	11
7,29,38	11
7,30,31	11
7,35,37	11
7,36,41	11
7,36,44	11
7,38,47	11
7,40,45	11
7,42,46	11
7,43,48	11
7,43,49	11
7,44,45	11
8,9,20	11
8,9,21	11
8,9,41	11
8,10,21	11
8,10,25	11
8,10,41	11
8,13,14	11
8,13,15	11
8,13,21	11
8,13,24	11
8,13,44	11
8,14,17	11
8,14,45	11
8,15,46	11
8,16,37	11
8,17,27	11
8,17,29	11
8,17,33	11
8,17,38	11
8,17,41	11
8,17,42	11
8,18,35	11
8,19,25	11
8,19,40	11
8,21,23	11
8,21,28	11
8,21,33	11
8,21,38	11
8,21,41	11
8,21,49	11
8,24,27	11
8,24,28	11
8,24,32	11
8,24,38	11
8,24,41	11
8,25,26	11
8,25,29	11
8,25,31	11
8,26,29	11
8,27,30	11
8,28,36	11
8,31,32	11
8,32,33	11
8,33,34	11
8,33,40	11
8,35,36	11
8,35,38	11
8,36,37	11
8,36,39	11
8,37,48	11
8,38,44	11
8,39,43	11
8,44,45	11
8,45,47	11
9,10,27	11
9,11,46	11
9,12,26	11
9,12,29	11
9,12,30	11
9,13,26	11
9,13,28	11
9,13,36	11
9,13,42	11
9,14,24	11
9,14,29	11
9,15,26	11
9,15,29	11
9,15,33	11
9,16,17	11
9,16,21	11
9,16,22	11
9,16,26	11
9,16,42	11
9,16,49	11
9,17,21	11
9,17,26	11
9,18,24	11
9,18,33	11
9,18,35	11
9,20,24	11
9,20,34	11
9,21,23	11
9,21,29	11
9,22,31	11
9,22,45	11
9,23,44	11
9,24,38	11
9,24,45	11
9,25,28	11
9,25,39	11
9,25,47	11
9,26,46	11
9,27,36	11
9,27,43	11
9,27,45	11
9,27,49	11
9,28,36	11
9,28,40	11
9,29,34	11
9,29,38	11
9,29,44	11
9,29,46	11
9,30,47	11
9,31,38	11
9,31,39	11
9,31,45	11
9,32,41	11
9,33,43	11
9,36,42	11
9,38,48	11
9,39,46	11
9,45,48	11
9,46,48	11
10,11,27	11
10,11,28	11
10,11,32	11
10,11,39	11
10,11,41	11
10,11,45	11
10,12,44	11
10,13,18	11
10,13,25	11
10,13,32	11
10,13,37	11
10,13,40	11
10,15,28	11
10,15,39	11
10,16,26	11
10,17,26	11
10,17,32	11
10,17,34	11
10,19,25	11
10,19,28	11
10,19,38	11
10,20,49	11
10,21,26	11
10,21,31	11
10,21,46	11
10,22,37	11
10,23,32	11
10,25,33	11
10,25,37	11
10,26,38	11
10,26,40	11
10,26,41	11
10,26,45	11
10,26,46	11
10,27,31	11
10,27,49	11
10,28,34	11
10,28,49	11
10,29,30	11
10,30,44	11
10,31,37	11
10,31,38	11
10,31,39	11
10,31,47	11
10,32,47	11
10,35,39	11
10,41,49	11
10,42,45	11
10,43,44	11
10,43,45	11
10,44,45	11
11,12,15	11
11,12,16	11
11,13,19	11
11,13,20	11
11,13,31	11
11,13,32	11
11,13,37	11
11,14,19	11
11,14,45	11
11,15,36	11
11,15,38	11
11,15,45	11
11,16,20	11
11,16,24	11
11,16,30	11
11,16,38	11
11,17,22	11
11,17,23	11
11,17,40	11
11,18,35	11
11,19,49	11
11,20,35	11
11,20,38	11
11,21,42	11
11,21,44	11
11,22,41	11
11,23,34	11
11,23,37	11
11,24,44	11
11,24,45	11
11,25,37	11
11,25,43	11
11,25,45	11
11,27,31	11
11,28,29	11
11,29,34	11
11,29,46	11
11,30,44	11
11,32,37	11
11,32,44	11
11,32,47	11
11,33,41	11
11,33,44	11
11,33,45	11
11,34,35	11
11,34,47	11
11,34,48	11
11,36,45	11
11,37,47	11
11,39,43	11
11,39,46	11
11,39,49	11
11,40,46	11
11,41,45	11
11,46,48	11
12,13,14	11
12,13,37	11
12,14,15	11
12,14,37	11
12,15,16	11
12,15,17	11
12,15,30	11
12,15,34	11
12,15,38	11
12,16,39	11
12,16,43	11
12,17,18	11
12,18,21	11
12,18,39	11
12,19,23	11
12,19,24	11
12,19,36	11
12,21,35	11
12,21,38	11
12,21,41	11
12,23,26	11
12,23,28	11
12,23,34	11
12,23,41	11
12,24,27	11
12,24,43	11
12,24,45	11
12,25,35	11
12,25,48	11
12,28,38	11
12,28,40	11
12,29,30	11
12,32,47	11
12,34,39	11
12,34,49	11
12,35,38	11
12,36,37	11
12,36,38	11
12,38,45	11
12,39,41	11
12,42,46	11
12,42,48	11
12,44,47	11
13,14,25	11
13,14,29	11
13,14,37	11
13,15,16	11
13,15,17	11
13,15,39	11
13,15,41	11
13,15,42	11
13,16,18	11
13,16,49	11
13,17,22	11
13,17,23	11
13,17,32	11
13,17,38	11
13,18,20	11
13,19,20	11
13,20,21	11
13,20,28	11
13,20,31	11
13,20,37	11
13,20,49	11
13,21,22	11
13,21,37	11
13,22,23	11
13,22,25	11
13,23,44	11
13,24,38	11
13,24,39	11
13,25,26	11
13,26,29	11
13,26,40	11
13,26,45	11
13,27,30	11
13,27,40	11
13,29,42	11
13,30,35	11
13,30,38	11
13,31,47	11
13,32,41	11
13,32,47	11
13,33,43	11
13,34,41	11
13,35,49	11
13,36,47	11
13,36,48	11
13,40,42	11
14,17,22	11
14,17,38	11
14,18,25	11
14,19,32	11
14,21,25	11
14,21,28	11
14,21,38	11
14,21,40	11
14,21,41	11
14,22,34	11
14,22,46	11
14,23,34	11
14,24,33	11
14,24,42	11
14,24,45	11
14,24,46	11
14,25,28	11
14,25,38	11
14,25,44	11
14,26,30	11
14,26,31	11
14,26,37	11
14,26,46	11
14,27,33	11
14,27,36	11
14,27,47	11
14,27,48	11
14,28,29	11
14,32,44	11
14,33,39	11
14,33,41	11
14,34,41	11
14,34,43	11
14,34,49	11
14,35,49	11
14,38,43	11
14,38,44	11
14,39,49	11
14,40,45	11
14,40,49	11
14,45,49	11
15,16,38	11
15,17,24	11
15,17,49	11
15,18,28	11
15,18,31	11
15,20,21	11
15,20,27	11
15,20,35	11
15,20,37	11
15,20,47	11
15,21,27	11
15,21,40	11
15,22,49	11
15,23,27	11
15,23,34	11
15,24,34	11
15,24,43	11
15,25,27	11
15,25,32	11
15,25,42	11
15,25,49	11
15,26,35	11
15,26,42	11
15,27,35	11
15,27,37	11
15,27,40	11
15,27,42	11
15,28,37	11
15,28,41	11
15,29,30	11
15,29,34	11
15,29,37	11
15,29,45	11
15,30,37	11
15,30,46	11
15,31,32	11
15,31,47	11
15,33,34	11
15,33,43	11
15,33,45	11
15,34,35	11
15,35,36	11
15,35,46	11
15,36,39	11
15,36,47	11
15,37,41	11
15,38,39	11
15,41,46	11
15,41,48	11
15,42,47	11
16,17,36	11
16,17,38	11
16,18,19	11
16,18,28	11
16,18,31	11
16,18,33	11
16,18,34	11
16,18,42	11
16,19,34	11
16,19,47	11
16,21,43	11
16,21,45	11
16,22,26	11
16,22,38	11
16,23,46	11
16,24,29	11
16,25,38	11
16,27,28	11
16,27,38	11
16,27,39	11
16,30,38	11
16,30,40	11
16,30,47	11
16,33,38	11
16,34,46	11
16,37,48	11
16,38,45	11
16,47,48	11
17,18,44	11
17,19,28	11
17,20,22	11
17,20,38	11
17,20,42	11
17,21,30	11
17,21,36	11
17,21,38	11
17,21,43	11
17,21,44	11
17,22,23	11
17,22,36	11
17,22,42	11
17,23,26	11
17,23,27	11
17,24,44	11
17,25,30	11
17,26,29	11
17,26,35	11
17,26,42	11
17,27,40	11
17,28,37	11
17,28,40	11
17,28,43	11
17,29,37	11
17,30,46	11
17,31,35	11
17,31,46	11
17,31,49	11
17,32,33	11
17,32,42	11
17,32,49	11
17,33,35	11
17,33,48	11
17,34,38	11
17,34,46	11
17,35,41	11
17,35,46	11
17,36,43	11
17,37,38	11
17,38,42	11
17,40,45	11
17,41,43	11
17,41,44	11
17,41,48	11
17,42,47	11
17,43,45	11
17,43,48	11
17,45,48	11
18,19,25	11
18,19,33	11
18,19,42	11
18,20,34	11
18,21,28	11
18,21,36	11
18,21,38	11
18,21,39	11
18,21,41	11
18,22,28	11
18,23,42	11
18,24,37	11
18,25,30	11
18,26,28	11
18,26,29	11
18,26,42	11
18,27,38	11
18,28,29	11
18,28,43	11
18,28,49	11
18,29,45	11
18,34,38	11
18,34,47	11
18,35,39	11
18,36,45	11
18,38,45	11
18,40,43	11
18,42,44	11
19,20,34	11
19,21,25	11
19,22,40	11
19,23,32	11
19,24,35	11
19,24,39	11
19,27,45	11
19,28,31	11
19,28,33	11
19,28,46	11
19,29,35	11
19,30,31	11
19,31,34	11
19,32,35	11
19,33,34	11
19,34,35	11
19,35,43	11
19,36,39	11
19,38,39	11
19,39,49	11
19,40,42	11
20,21,26	11
20,22,42	11
20,24,37	11
20,24,48	11
20,25,48	11
20,25,49	11
20,26,28	11
20,26,29	11
20,26,32	11
20,27,28	11
20,29,34	11
20,29,44	11
20,29,46	11
20,30,34	11
20,30,41	11
20,31,39	11
20,31,40	11
20,31,45	11
20,32,34	11
20,33,43	11
20,33,46	11
20,34,46	11
20,35,46	11
20,36,37	11
20,38,41	11
20,39,44	11
20,40,43	11
20,42,46	11
21,22,38	11
21,22,49	11
21,23,30	11
21,23,46	11
21,23,49	11
21,24,26	11
21,24,35	11
21,24,38	11
21,24,39	11
21,24,41	11
21,24,44	11
21,25,29	11
21,25,44	11
21,26,39	11
21,26,43	11
21,26,49	11
21,27,30	11
21,28,29	11
21,28,33	11
21,28,34	11
21,28,39	11
21,28,41	11
21,29,34	11
21,29,36	11
21,30,31	11
21,31,46	11
21,32,41	11
21,35,36	11
21,36,42	11
21,36,45	11
21,38,40	11
21,39,43	11
21,41,43	11
21,42,45	11
22,23,28	11
22,23,29	11
22,23,32	11
22,24,27	11
22,25,30	11
22,25,37	11
22,25,44	11
22,31,42	11
22,32,46	11
22,35,36	11
22,35,41	11
22,35,46	11
22,35,47	11
22,36,37	11
22,36,39	11
22,37,41	11
22,37,42	11
22,38,40	11
22,41,48	11
22,41,49	11
22,43,46	11
22,44,46	11
22,48,49	11
23,25,37	11
23,26,45	11
23,26,46	11
23,27,41	11
23,31,41	11
23,32,47	11
23,33,47	11
23,34,35	11
23,36,39	11
23,38,47	11
23,40,46	11
24,25,29	11
24,26,30	11
24,26,41	11
24,26,43	11
24,27,30	11
24,27,38	11
24,27,39	11
24,27,40	11
24,28,35	11
24,28,36	11
24,28,41	11
24,29,35	11
24,29,36	11
24,30,35	11
24,30,36	11
24,30,43	11
24,30,45	11
24,31,35	11
24,31,44	11
24,31,49	11
24,33,35	11
24,33,41	11
24,33,44	11
24,34,42	11
24,35,43	11
24,36,37	11
24,36,46	11
24,37,44	11
24,37,45	11
24,39,44	11
24,39,46	11
24,41,44	11
24,41,47	11
25,26,38	11
25,26,43	11
25,26,48	11
25,27,28	11
25,27,30	11
25,27,39	11
25,28,32	11
25,28,47	11
25,29,30	11
25,29,31	11
25,29,37	11
25,29,47	11
25,29,48	11
25,31,36	11
25,31,42	11
25,32,33	11
25,32,34	11
25,32,36	11
25,34,38	11
25,34,42	11
25,34,44	11
25,38,45	11
25,39,41	11
26,27,28	11
26,27,49	11
26,28,42	11
26,28,43	11
26,29,49	11
26,30,40	11
26,30,42	11
26,30,45	11
26,31,32	11
26,31,35	11
26,32,37	11
26,32,46	11
26,34,45	11
26,36,40	11
26,36,45	11
26,38,46	11
26,40,44	11
26,45,48	11
27,28,38	11
27,28,43	11
27,28,45	11
27,30,36	11
27,30,39	11
27,30,41	11
27,31,39	11
27,32,35	11
27,32,36	11
27,33,40	11
27,34,36	11
27,34,37	11
27,34,45	11
27,34,49	11
27,35,46	11
27,35,49	11
27,36,48	11
27,37,40	11
27,37,48	11
27,37,49	11
27,39,49	11
27,40,42	11
27,40,44	11
27,40,48	11
27,42,44	11
27,47,48	11
28,29,36	11
28,31,36	11
28,31,47	11
28,32,40	11
28,32,49	11
28,43,46	11
29,30,32	11
29,30,38	11
29,31,34	11
29,31,41	11
29,33,47	11
29,34,49	11
29,38,49	11
29,45,47	11
30,31,37	11
30,31,46	11
30,33,35	11
30,33,45	11
30,33,47	11
30,35,43	11
30,36,37	11
30,38,43	11
30,41,44	11
30,47,48	11
31,32,42	11
31,32,46	11
31,36,38	11
31,42,44	11
31,42,45	11
32,33,38	11
32,34,36	11
32,35,44	11
32,36,38	11
32,36,40	11
32,37,47	11
32,41,44	11
32,41,45	11
32,41,47	11
32,41,49	11
32,42,44	11
32,42,46	11
32,44,45	11
33,34,42	11
33,34,47	11
33,35,38	11
33,38,40	11
33,39,46	11
33,40,46	11
33,41,42	11
33,43,44	11
34,40,45	11
34,42,44	11
34,42,45	11
34,45,46	11
34,46,48	11
35,36,37	11
35,36,47	11
35,39,46	11
35,45,47	11
36,37,40	11
36,37,43	11
36,39,47	11
36,41,45	11
36,43,48	11
36,46,47	11
37,38,47	11
37,41,45	11
37,44,49	11
37,46,48	11
38,39,43	11
38,39,47	11
38,39,48	11
38,42,44	11
38,43,46	11
38,45,49	11
39,42,44	11
39,47,49	11
40,42,49	11
40,47,49	11
41,42,46	11
42,45,49	11
42,47,49	11
43,45,48	11
46,48,49	11
1,2,12	10
1,2,13	10
1,2,36	10
1,3,17	10
1,3,20	10
1,3,23	10
1,3,24	10
1,3,40	10
1,3,48	10
1,4,6	10
1,4,10	10
1,4,11	10
1,4,28	10
1,4,29	10
1,4,40	10
1,5,7	10
1,5,9	10
1,5,10	10
1,5,23	10
1,5,37	10
1,6,20	10
1,6,32	10
1,6,42	10
1,6,45	10
1,7,11	10
1,7,19	10
1,7,24	10
1,7,25	10
1,7,26	10
1,7,28	10
1,7,29	10
1,7,36	10
1,7,38	10
1,8,16	10
1,8,40	10
1,8,42	10
1,9,38	10
1,10,11	10
1,10,15	10
1,10,38	10
1,10,48	10
1,10,49	10
1,11,16	10
1,11,28	10
1,11,34	10
1,11,35	10
1,11,37	10
1,12,16	10
1,12,29	10
1,12,37	10
1,12,45	10
1,13,25	10
1,13,26	10
1,13,35	10
1,14,19	10
1,14,35	10
1,14,47	10
1,15,41	10
1,16,17	10
1,16,19	10
1,16,31	10
1,16,32	10
1,16,33	10
1,16,34	10
1,16,43	10
1,16,45	10
1,16,47	10
1,17,37	10
1,17,44	10
1,18,34	10
1,18,35	10
1,18,45	10
1,19,24	10
1,19,29	10
1,19,41	10
1,20,37	10
1,20,42	10
1,20,43	10
1,21,22	10
1,21,24	10
1,21,29	10
1,21,35	10
1,21,46	10
1,22,44	10
1,22,49	10
1,23,36	10
1,24,31	10
1,24,46	10
1,24,47	10
1,25,31	10
1,25,44	10
1,26,42	10
1,26,45	10
1,27,42	10
1,28,32	10
1,29,33	10
1,29,44	10
1,30,46	10
1,31,32	10
1,31,40	10
1,31,48	10
1,32,49	10
1,33,44	10
1,34,48	10
1,35,44	10
1,36,48	10
1,37,46	10
1,37,49	10
1,38,45	10
1,39,46	10
1,40,44	10
1,42,43	10
1,44,45	10
1,45,47	10
1,48,49	10
2,3,11	10
2,3,13	10
2,3,45	10
2,3,46	10
2,4,26	10
2,4,32	10
2,4,43	10
2,5,6	10
2,5,8	10
2,5,29	10
2,5,32	10
2,6,13	10
2,6,15	10
2,6,42	10
2,7,13	10
2,7,17	10
2,7,21	10
2,7,27	10
2,7,43	10
2,8,39	10
2,9,12	10
2,9,15	10
2,9,26	10
2,9,32	10
2,9,38	10
2,10,13	10
2,10,15	10
2,10,17	10
2,10,18	10
2,10,30	10
2,10,38	10
2,10,42	10
2,10,44	10
2,11,15	10
2,11,24	10
2,11,25	10
2,11,34	10
2,11,35	10
2,12,13	10
2,12,16	10
2,12,35	10
2,12,38	10
2,12,46	10
2,12,47	10
2,13,24	10
2,13,28	10
2,14,23	10
2,14,43	10
2,15,20	10
2,15,35	10
2,15,37	10
2,16,25	10
2,16,28	10
2,16,38	10
2,17,25	10
2,17,32	10
2,17,41	10
2,18,25	10
2,18,27	10
2,18,39	10
2,18,45	10
2,18,47	10
2,19,32	10
2,19,35	10
2,19,37	10
2,20,25	10
2,20,44	10
2,20,48	10
2,21,27	10
2,21,44	10
2,22,24	10
2,22,25	10
2,22,26	10
2,22,35	10
2,23,40	10
2,25,28	10
2,25,34	10
2,25,36	10
2,25,37	10
2,25,39	10
2,25,43	10
2,25,49	10
2,26,42	10
2,27,34	10
2,27,43	10
2,28,38	10
2,29,34	10
2,29,35	10
2,30,34	10
2,30,43	10
2,31,47	10
2,33,46	10
2,34,35	10
2,35,37	10
2,35,38	10
2,35,42	10
2,35,43	10
2,36,37	10
2,36,43	10
2,37,42	10
2,37,48	10
2,38,48	10
2,38,49	10
2,39,47	10
2,41,45	10
2,42,44	10
2,42,45	10
2,42,47	10
2,43,45	10
2,43,46	10
2,44,45	10
2,45,49	10
2,47,49	10
3,4,11	10
3,4,17	10
3,4,19	10
3,4,21	10
3,4,24	10
3,5,6	10
3,5,36	10
3,5,38	10
3,6,11	10
3,6,13	10
3,6,20	10
3,6,22	10
3,6,23	10
3,6,37	10
3,6,43	10
3,7,22	10
3,7,25	10
3,7,41	10
3,7,43	10
3,7,47	10
3,8,22	10
3,8,33	10
3,8,35	10
3,9,13	10
3,9,34	10
3,9,36	10
3,9,46	10
3,10,29	10
3,10,32	10
3,11,21	10
3,11,31	10
3,11,32	10
3,11,41	10
3,11,44	10
3,11,45	10
3,12,21	10
3,12,28	10
3,13,14	10
3,13,16	10
3,13,22	10
3,13,26	10
3,13,32	10
3,13,40	10
3,14,18	10
3,14,46	10
3,15,18	10
3,15,20	10
3,16,18	10
3,16,49	10
3,17,25	10
3,17,29	10
3,17,43	10
3,18,25	10
3,18,31	10
3,18,33	10
3,19,23	10
3,19,31	10
3,19,36	10
3,20,33	10
3,21,27	10
3,21,29	10
3,21,37	10
3,21,44	10
3,22,27	10
3,22,29	10
3,22,31	10
3,22,32	10
3,22,44	10
3,23,31	10
3,23,35	10
3,23,46	10
3,24,31	10
3,24,35	10
3,24,38	10
3,25,27	10
3,25,29	10
3,25,31	10
3,25,40	10
3,25,42	10
3,26,28	10
3,26,42	10
3,27,35	10
3,27,42	10
3,28,36	10
3,29,48	10
3,31,37	10
3,32,34	10
3,32,39	10
3,32,41	10
3,32,49	10
3,34,41	10
3,34,48	10
3,35,40	10
3,35,49	10
3,37,42	10
3,38,46	10
3,39,43	10
3,41,42	10
3,46,48	10
4,5,6	10
4,5,9	10
4,5,14	10
4,5,15	10
4,5,25	10
4,5,37	10
